"created_at","id_str","text","geo","user_id","user_follower_count","location","full_text","original_text","word_tokens","cleaned_text","sentiment_score","sentiment"
"Tue Nov 02 15:43:57 +0000 2021","1455561323270467586","@JournalistJG @WarnockWarrior I hope Elon Musk et al realize some ppl who might be able to afford the trip to anoth… https://t.co/q7HMwWCSjG","NA","1446371500391473152","43",NA,"@JournalistJG @WarnockWarrior I hope Elon Musk et al realize some ppl who might be able to afford the trip to another planet don't even deserve the chance to destroy it.","@JournalistJG @WarnockWarrior I hope Elon Musk et al realize some ppl who might be able to afford the trip to another planet don't even deserve the chance to destroy it.","c(""@JournalistJG"", ""@WarnockWarrior"", ""i"", ""hope"", ""elon"", ""musk"", ""et"", ""al"", ""realize"", ""some"", ""ppl"", ""who"", ""might"", ""be"", ""able"", ""to"", ""afford"", ""the"", ""trip"", ""to"", ""another"", ""planet"", ""dont"", ""even"", ""deserve"", ""the"", ""chance"", ""to"", ""destroy"", ""it"")","JournalistJG WarnockWarrior I hope Elon Musk et al realize some ppl who might be able to afford the trip to another planet don't even deserve the chance to destroy it.","1","positive"
"Tue Nov 02 15:43:57 +0000 2021","1455561324411473934","Mini-Tesla coil #2. This time put together single-handedly by Caia. She wants to use it for her group 8 lecture abo… https://t.co/zViNtBHb9c","NA","740523120","198",NA,"Mini-Tesla coil #2. This time put together single-handedly by Caia. She wants to use it for her group 8 lecture about Electricity. Then came the question “now can you explain how this works?”…<U+0001F633>. https://t.co/nvOgRZkZzm","Mini-Tesla coil #2. This time put together single-handedly by Caia. She wants to use it for her group 8 lecture about Electricity. Then came the question “now can you explain how this works?”…<U+0001F633>. https://t.co/nvOgRZkZzm","c(""minitesla"", ""coil"", ""2"", ""this"", ""time"", ""put"", ""together"", ""singlehandedly"", ""by"", ""caia"", ""she"", ""wants"", ""to"", ""use"", ""it"", ""for"", ""her"", ""group"", ""8"", ""lecture"", ""about"", ""electricity"", ""then"", ""came"", ""the"", ""question"", ""now"", ""can"", ""you"", ""explain"", ""how"", ""this"", ""works<U+0001F633>"", ""https://t.co/nvOgRZkZzm"")","Mini-Tesla coil 2. This time put together single-handedly by Caia. She wants to use it for her group 8 lecture about Electricity. Then came the question “now can you explain how this works?”…<U+0001F633>. ","0.25","positive"
"Tue Nov 02 15:43:58 +0000 2021","1455561328341442562","@Steve_223 @picazzolive @CTVCalgary @elonmusk @UN Would you give away $6 billion without hearing the plan for it first?","NA","1290152556","37",NA,NA,"@Steve_223 @picazzolive @CTVCalgary @elonmusk @UN Would you give away $6 billion without hearing the plan for it first?","c(""@Steve223"", ""@picazzolive"", ""@CTVCalgary"", ""@elonmusk"", ""@UN"", ""would"", ""you"", ""give"", ""away"", ""$6"", ""billion"", ""without"", ""hearing"", ""the"", ""plan"", ""for"", ""it"", ""first"")","Steve_223 picazzolive CTVCalgary elonmusk UN Would you give away $6 billion without hearing the plan for it first?","0","neutral"
"Tue Nov 02 15:43:58 +0000 2021","1455561328861532166","@BTC_Archive $Marvin  @Marvin_inu #ERC20

If you slept on Elon dogs  $Floki and $shib) before then its time to wake… https://t.co/g0XPlF7RbW","NA","1450836990694502405","9",NA,"@BTC_Archive $Marvin  @Marvin_inu #ERC20

If you slept on Elon dogs  $Floki and $shib) before then its time to wake up. Because a new and better @elonmusk Inu called #MarvinINU is out and mooning since few days.

<U+269C><U+FE0F>Telegram:https://t.co/ozfhKAcTcW https://t.co/MspO3cOGBH","@BTC_Archive $Marvin  @Marvin_inu #ERC20

If you slept on Elon dogs  $Floki and $shib) before then its time to wake up. Because a new and better @elonmusk Inu called #MarvinINU is out and mooning since few days.

<U+269C><U+FE0F>Telegram:https://t.co/ozfhKAcTcW https://t.co/MspO3cOGBH","c(""@BTCArchive"", ""$marvin"", ""@Marvininu"", ""#ERC20"", ""if"", ""you"", ""slept"", ""on"", ""elon"", ""dogs"", ""$floki"", ""and"", ""$shib"", ""before"", ""then"", ""its"", ""time"", ""to"", ""wake"", ""up"", ""because"", ""a"", ""new"", ""and"", ""better"", ""@elonmusk"", ""inu"", ""called"", ""#MarvinINU"", ""is"", ""out"", ""and"", ""mooning"", ""since"", ""few"", ""days"", ""<U+269C><U+FE0F>telegramhttpstcoozfhkactcw"", ""https://t.co/MspO3cOGBH"")","BTC_Archive $Marvin  Marvin_inu ERC20

If you slept on Elon dogs  $Floki and $shib) before then its time to wake up. Because a new and better elonmusk Inu called MarvinINU is out and mooning since few days.

<U+269C><U+FE0F>Telegram:","1.6","positive"
"Tue Nov 02 15:43:58 +0000 2021","1455561329608171520","@tobbymojeed @Tesla @hnginternship @figmadesign @AdobeAE @druids01 @ozenua_uiux @Thecreativemena Thank youu<U+0001F932><U+0001F3FD><U+0001F64F><U+0001F3FD>","NA","629629870","848",NA,NA,"@tobbymojeed @Tesla @hnginternship @figmadesign @AdobeAE @druids01 @ozenua_uiux @Thecreativemena Thank youu<U+0001F932><U+0001F3FD><U+0001F64F><U+0001F3FD>","c(""@tobbymojeed"", ""@Tesla"", ""@hnginternship"", ""@figmadesign"", ""@AdobeAE"", ""@druids01"", ""@ozenuauiux"", ""@Thecreativemena"", ""thank"", ""youu<U+0001F932><U+0001F3FD><U+0001F64F><U+0001F3FD>"")","tobbymojeed Tesla hnginternship figmadesign AdobeAE druids01 ozenua_uiux Thecreativemena Thank youu<U+0001F932><U+0001F3FD><U+0001F64F><U+0001F3FD>","0.5","positive"
"Tue Nov 02 15:43:59 +0000 2021","1455561333353627651","@elonmusk That’s pretty funny","NA","1453382666078806021","0",NA,NA,"@elonmusk That’s pretty funny","c(""@elonmusk"", ""thats"", ""pretty"", ""funny"")","elonmusk That’s pretty funny","1.55","positive"
"Tue Nov 02 15:43:59 +0000 2021","1455561333022212104","Do you own any nft's!!??
@elonmusk @opensea #NFTs #ElonMusk #spacex #DogeFather #dogelon @Tesla @SpaceX #answerme https://t.co/7CtcHQ95le","NA","1425344881765982210","0",NA,NA,"Do you own any nft's!!??
@elonmusk @opensea #NFTs #ElonMusk #spacex #DogeFather #dogelon @Tesla @SpaceX #answerme https://t.co/7CtcHQ95le","c(""do"", ""you"", ""own"", ""any"", ""nfts"", ""@elonmusk"", ""@opensea"", ""#NFTs"", ""#ElonMusk"", ""#spacex"", ""#DogeFather"", ""#dogelon"", ""@Tesla"", ""@SpaceX"", ""#answerme"", ""https://t.co/7CtcHQ95le"")","Do you own any nft's!!??
elonmusk opensea NFTs ElonMusk spacex DogeFather dogelon Tesla SpaceX answerme ","0","neutral"
"Tue Nov 02 15:44:00 +0000 2021","1455561335505395714","@elonmusk have you heard of @SanshuToken ? I truly believe this is the next Shib.<U+0001F525><U+0001F415><U+0001F48E><U+0001F680><U+0001F6F8><U+0001F315>","NA","3283623049","67",NA,NA,"@elonmusk have you heard of @SanshuToken ? I truly believe this is the next Shib.<U+0001F525><U+0001F415><U+0001F48E><U+0001F680><U+0001F6F8><U+0001F315>","c(""@elonmusk"", ""have"", ""you"", ""heard"", ""of"", ""@SanshuToken"", ""i"", ""truly"", ""believe"", ""this"", ""is"", ""the"", ""next"", ""shib<U+0001F525><U+0001F415><U+0001F48E><U+0001F680><U+0001F6F8><U+0001F315>"")","elonmusk have you heard of SanshuToken ? I truly believe this is the next Shib.<U+0001F525><U+0001F415><U+0001F48E><U+0001F680><U+0001F6F8><U+0001F315>","0","neutral"
"Tue Nov 02 15:44:00 +0000 2021","1455561335551397888","@carnomaly @gate_io @MEXC_Global @kucoincom @CoinDesk @coinbase @elonmusk @cz_binance @BillGates @RealJohnDough… https://t.co/ROLSzvzfEp","NA","1119258820448940032","1547",NA,"@carnomaly @gate_io @MEXC_Global @kucoincom @CoinDesk @coinbase @elonmusk @cz_binance @BillGates @RealJohnDough @CoinMarketCap 
Let's good carr 1$ <U+0001F680><U+0001F680><U+0001F4AA><U+0001F4AA>","@carnomaly @gate_io @MEXC_Global @kucoincom @CoinDesk @coinbase @elonmusk @cz_binance @BillGates @RealJohnDough @CoinMarketCap 
Let's good carr 1$ <U+0001F680><U+0001F680><U+0001F4AA><U+0001F4AA>","c(""@carnomaly"", ""@gateio"", ""@MEXCGlobal"", ""@kucoincom"", ""@CoinDesk"", ""@coinbase"", ""@elonmusk"", ""@czbinance"", ""@BillGates"", ""@RealJohnDough"", ""@CoinMarketCap"", ""lets"", ""good"", ""carr"", ""1$"", ""<U+0001F680><U+0001F680><U+0001F4AA><U+0001F4AA>"")","carnomaly gate_io MEXC_Global kucoincom CoinDesk coinbase elonmusk cz_binance BillGates RealJohnDough CoinMarketCap 
Let's good carr 1$ <U+0001F680><U+0001F680><U+0001F4AA><U+0001F4AA>","1.15","positive"
"Tue Nov 02 15:44:00 +0000 2021","1455561336918876168","@Kishuworld #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal  … https://t.co/kozBeYX0QP","NA","1448428772445892613","1",NA,"@Kishuworld #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal   @cz_binance
@VitalikButerin
@coinex
@binance @tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>#KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>@Inukishu<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> https://t.co/OzIYGjjpIl","@Kishuworld #KISHU army <U+0001F4AA><U+0001F525><U+2694>
#KISHU #KishuArmy #KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
@cz_binance
@elonmusk
@krakenfx @HuobiGlobal   @cz_binance
@VitalikButerin
@coinex
@binance @tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>#KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>@Inukishu<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> https://t.co/OzIYGjjpIl","c(""@Kishuworld"", ""#KISHU"", ""army"", ""<U+0001F4AA><U+0001F525><U+2694>"", ""#KISHU"", ""#KishuArmy"", ""#KishuInu"", ""<U+0001F60D><U+0001F60D><U+0001F60D>"", ""@czbinance"", ""@elonmusk"", ""@krakenfx"", ""@HuobiGlobal"", ""@czbinance"", ""@VitalikButerin"", ""@coinex"", ""@binance"", ""@tesla"", ""<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>kishu<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>inukishu<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"", 
""https://t.co/OzIYGjjpIl"")","Kishuworld KISHU army <U+0001F4AA><U+0001F525><U+2694>
KISHU KishuArmy KishuInu
<U+0001F60D><U+0001F60D><U+0001F60D>
cz_binance
elonmusk
krakenfx HuobiGlobal   cz_binance
VitalikButerin
coinex
binance tesla
<U+0001F525><U+0001F48E><U+0001F680><U+0001F4AF><U+0001F4AF>KISHU<U+0001F48E><U+0001F525>$kishu<U+0001F48E><U+0001F525><U+0001F4AF><U+0001F4AF><U+0001F680>Inukishu<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> ","0","neutral"
"Tue Nov 02 15:44:00 +0000 2021","1455561338915282947","@elonmusk 

All Of My Love, Satoshi https://t.co/deWA9sfPnZ","NA","38325064","2",NA,NA,"@elonmusk 

All Of My Love, Satoshi https://t.co/deWA9sfPnZ","c(""@elonmusk"", ""all"", ""of"", ""my"", ""love"", ""satoshi"", ""https://t.co/deWA9sfPnZ"")","elonmusk 

All Of My Love, Satoshi ","0.75","positive"
"Tue Nov 02 15:44:02 +0000 2021","1455561345882075141","@elonmusk So Elon understand the culture.
The major events will take place and ended.
The world will have peace for a long period of time.","NA","317568749","0",NA,NA,"@elonmusk So Elon understand the culture.
The major events will take place and ended.
The world will have peace for a long period of time.","c(""@elonmusk"", ""so"", ""elon"", ""understand"", ""the"", ""culture"", ""the"", ""major"", ""events"", ""will"", ""take"", ""place"", ""and"", ""ended"", ""the"", ""world"", ""will"", ""have"", ""peace"", ""for"", ""a"", ""long"", ""period"", ""of"", ""time"")","elonmusk So Elon understand the culture.
The major events will take place and ended.
The world will have peace for a long period of time.","1.75","positive"
"Tue Nov 02 15:44:04 +0000 2021","1455561352051785731","@GloryDogeCoin I want the moon to ride #glorydogecoin. but they even sent me to pluto, I'm so happy <U+0001F60A>

(\_/)
( •^•)… https://t.co/0a4g10gFPR","NA","1446703971817562114","0",NA,"@GloryDogeCoin I want the moon to ride #glorydogecoin. but they even sent me to pluto, I'm so happy <U+0001F60A>

(\_/)
( •^•) PLUTO
/ &gt;<U+0001F680>

(\_/)
( •_•) Moon
/ &gt;<U+0001F680>

I can see @elonmusk from a height","@GloryDogeCoin I want the moon to ride #glorydogecoin. but they even sent me to pluto, I'm so happy <U+0001F60A>

(\_/)
( •^•) PLUTO
/ &gt;<U+0001F680>

(\_/)
( •_•) Moon
/ &gt;<U+0001F680>

I can see @elonmusk from a height","c(""@GloryDogeCoin"", ""i"", ""want"", ""the"", ""moon"", ""to"", ""ride"", ""#glorydogecoin"", ""but"", ""they"", ""even"", ""sent"", ""me"", ""to"", ""pluto"", ""im"", ""so"", ""happy"", ""<U+0001F60A>"", ""^"", ""pluto"", ""gt<U+0001F680>"", ""moon"", ""gt<U+0001F680>"", ""i"", ""can"", ""see"", ""@elonmusk"", ""from"", ""a"", ""height"")","GloryDogeCoin I want the moon to ride glorydogecoin. but they even sent me to pluto, I'm so happy <U+0001F60A>

(\_/)
( •^•) PLUTO
/ &gt;<U+0001F680>

(\_/)
( •_•) Moon
/ &gt;<U+0001F680>

I can see elonmusk from a height","0.75","positive"
"Tue Nov 02 15:44:03 +0000 2021","1455561351661858818","@AkinIyigun @1goonrich @8Bit_Doge Dev has kyc #doxxed both with dessertswap and #Nintendo (personal plus business).… https://t.co/wwA630TKpy","NA","1431134785972363264","7",NA,"@AkinIyigun @1goonrich @8Bit_Doge Dev has kyc #doxxed both with dessertswap and #Nintendo (personal plus business).
Don't test it or you will fall in love! This #NFTGame will be viral for sure. https://t.co/k1SpDgDpvn &lt;- test link
#iOS #Android #Switch #PlayStation #Xbox #Tesla https://t.co/PMW1L71Msd","@AkinIyigun @1goonrich @8Bit_Doge Dev has kyc #doxxed both with dessertswap and #Nintendo (personal plus business).
Don't test it or you will fall in love! This #NFTGame will be viral for sure. https://t.co/k1SpDgDpvn &lt;- test link
#iOS #Android #Switch #PlayStation #Xbox #Tesla https://t.co/PMW1L71Msd","c(""@AkinIyigun"", ""@1goonrich"", ""@8BitDoge"", ""dev"", ""has"", ""kyc"", ""#doxxed"", ""both"", ""with"", ""dessertswap"", ""and"", ""#Nintendo"", ""personal"", ""plus"", ""business"", ""dont"", ""test"", ""it"", ""or"", ""you"", ""will"", ""fall"", ""in"", ""love"", ""this"", ""#NFTGame"", ""will"", ""be"", ""viral"", ""for"", ""sure"", ""https://t.co/k1SpDgDpvn"", ""lt"", ""test"", ""link"", ""#iOS"", ""#Android"", ""#Switch"", ""#PlayStation"", ""#Xbox"", ""#Tesla"", ""https://t.co/PMW1L71Msd"")","AkinIyigun 1goonrich 8Bit_Doge Dev has kyc doxxed both with dessertswap and Nintendo (personal plus business).
Don't test it or you will fall in love! This NFTGame will be viral for sure. &lt;- test link
iOS Android Switch PlayStation Xbox Tesla ","0.5","positive"
"Tue Nov 02 15:44:04 +0000 2021","1455561352844615681","@coingecko Please retweet and help get this message to the @elonmusk

Hey @elonmusk Read and know ""I'm not a beggar… https://t.co/2r44fItv7s","NA","1396525741978890246","2",NA,"@coingecko Please retweet and help get this message to the @elonmusk

Hey @elonmusk Read and know ""I'm not a beggar. I am poor"" https://t.co/Mm3pkkLOFO","@coingecko Please retweet and help get this message to the @elonmusk

Hey @elonmusk Read and know ""I'm not a beggar. I am poor"" https://t.co/Mm3pkkLOFO","c(""@coingecko"", ""please"", ""retweet"", ""and"", ""help"", ""get"", ""this"", ""message"", ""to"", ""the"", ""@elonmusk"", ""hey"", ""@elonmusk"", ""read"", ""and"", ""know"", ""im"", ""not"", ""a"", ""beggar"", ""i"", ""am"", ""poor"", ""https://t.co/Mm3pkkLOFO"")","coingecko Please retweet and help get this message to the elonmusk

Hey elonmusk Read and know ""I'm not a beggar. I am poor"" ","0","neutral"
"Tue Nov 02 15:44:05 +0000 2021","1455561356250210310","@DanPriceSeattle hey @DanPriceSeattle, it’s a shame to see that you are sadly misinformed, and metasalty <U+0001F525><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F447>… https://t.co/1XwofGK3G2","NA","666913","6815",NA,"@DanPriceSeattle hey @DanPriceSeattle, it’s a shame to see that you are sadly misinformed, and metasalty <U+0001F525><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F447> #DeathAndTaxes @elonmusk","@DanPriceSeattle hey @DanPriceSeattle, it’s a shame to see that you are sadly misinformed, and metasalty <U+0001F525><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F447> #DeathAndTaxes @elonmusk","c(""@DanPriceSeattle"", ""hey"", ""@DanPriceSeattle"", ""its"", ""a"", ""shame"", ""to"", ""see"", ""that"", ""you"", ""are"", ""sadly"", ""misinformed"", ""and"", ""metasalty"", ""<U+0001F525><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F447>"", ""#DeathAndTaxes"", ""@elonmusk"")","DanPriceSeattle hey DanPriceSeattle, it’s a shame to see that you are sadly misinformed, and metasalty <U+0001F525><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F447> DeathAndTaxes elonmusk","-2.25","negative"
"Tue Nov 02 15:44:05 +0000 2021","1455561358120939523","@kusa_weir @elonmusk @MartinKulldorff @joerogan @DrJBhattacharya Was he?","NA","1422586596298166272","1",NA,NA,"@kusa_weir @elonmusk @MartinKulldorff @joerogan @DrJBhattacharya Was he?","c(""@kusaweir"", ""@elonmusk"", ""@MartinKulldorff"", ""@joerogan"", ""@DrJBhattacharya"", ""was"", ""he"")","kusa_weir elonmusk MartinKulldorff joerogan DrJBhattacharya Was he?","0","neutral"
"Tue Nov 02 15:44:05 +0000 2021","1455561360037740544","@dogsofelon @CoinMarketCap @teamseas @MrBeast @binance @cz_binance @Shibtoken @TheGivingBlock @HuobiGlobal @OKEx… https://t.co/3hoDxCTe41","NA","3842478254","1",NA,"@dogsofelon @CoinMarketCap @teamseas @MrBeast @binance @cz_binance @Shibtoken @TheGivingBlock @HuobiGlobal @OKEx @elonmusk @Gemini @JayHao8 Nice project, definitely going to be a huge success and I'm happy to be a part of it,I appreciate for the opportunity and wish win it.

@aniaverse 

@ShannonEliCoble 

@gohoswe","@dogsofelon @CoinMarketCap @teamseas @MrBeast @binance @cz_binance @Shibtoken @TheGivingBlock @HuobiGlobal @OKEx @elonmusk @Gemini @JayHao8 Nice project, definitely going to be a huge success and I'm happy to be a part of it,I appreciate for the opportunity and wish win it.

@aniaverse 

@ShannonEliCoble 

@gohoswe","c(""@dogsofelon"", ""@CoinMarketCap"", ""@teamseas"", ""@MrBeast"", ""@binance"", ""@czbinance"", ""@Shibtoken"", ""@TheGivingBlock"", ""@HuobiGlobal"", ""@OKEx"", ""@elonmusk"", ""@Gemini"", ""@JayHao8"", ""nice"", ""project"", ""definitely"", ""going"", ""to"", ""be"", ""a"", ""huge"", ""success"", ""and"", ""im"", ""happy"", ""to"", ""be"", ""a"", ""part"", ""of"", ""iti"", ""appreciate"", ""for"", ""the"", ""opportunity"", ""and"", ""wish"", ""win"", ""it"", ""@aniaverse"", ""@ShannonEliCoble"", ""@gohoswe"")","dogsofelon CoinMarketCap teamseas MrBeast binance cz_binance Shibtoken TheGivingBlock HuobiGlobal OKEx elonmusk Gemini JayHao8 Nice project, definitely going to be a huge success and I'm happy to be a part of it,I appreciate for the opportunity and wish win it.

aniaverse 

ShannonEliCoble 

gohoswe","4.3","positive"
"Tue Nov 02 15:44:06 +0000 2021","1455561361606561793","@dadkhah_pedram @elonmusk Nice","NA","1392055390737666050","92",NA,NA,"@dadkhah_pedram @elonmusk Nice","c(""@dadkhahpedram"", ""@elonmusk"", ""nice"")","dadkhah_pedram elonmusk Nice","0.5","positive"
"Tue Nov 02 15:44:07 +0000 2021","1455561367797125123","@Bitcoin @elonmusk @Bitcoin @elonmusk  Government needs assets for their liability.","NA","229435177","18",NA,NA,"@Bitcoin @elonmusk @Bitcoin @elonmusk  Government needs assets for their liability.","c(""@Bitcoin"", ""@elonmusk"", ""@Bitcoin"", ""@elonmusk"", ""government"", ""needs"", ""assets"", ""for"", ""their"", ""liability"")","Bitcoin elonmusk Bitcoin elonmusk  Government needs assets for their liability.","-0.5","negative"
"Tue Nov 02 15:44:08 +0000 2021","1455561369856581638","@sgh956 @JYSexton Don’t buy Tesla’s!","NA","1308889629660069889","9",NA,NA,"@sgh956 @JYSexton Don’t buy Tesla’s!","c(""@sgh956"", ""@JYSexton"", ""dont"", ""buy"", ""teslas"")","sgh956 JYSexton Don’t buy Tesla’s!","0","neutral"
"Tue Nov 02 15:44:08 +0000 2021","1455561370649432072","@BillyM2k @elonmusk Nope, that is the ancestor of Genghis Khan","NA","1448745920305172484","0",NA,NA,"@BillyM2k @elonmusk Nope, that is the ancestor of Genghis Khan","c(""@BillyM2k"", ""@elonmusk"", ""nope"", ""that"", ""is"", ""the"", ""ancestor"", ""of"", ""genghis"", ""khan"")","BillyM2k elonmusk Nope, that is the ancestor of Genghis Khan","0.25","positive"
"Tue Nov 02 15:44:08 +0000 2021","1455561370716491779","@babydogemedia @BabyDogeCoin @BusinessInsider @CNNBusiness @crypto @ForbesCrypto @ReutersBiz @SkyNewsBiz… https://t.co/mzPknu1IsJ","NA","1401087304719126529","18",NA,"@babydogemedia @BabyDogeCoin @BusinessInsider @CNNBusiness @crypto @ForbesCrypto @ReutersBiz @SkyNewsBiz @YahooFinance @Nasdaq @Benzinga @BBCBusiness Thanks Elon for introduce baby Doge Coin <U+2764><U+FE0F>
#Elonmusk, You are a genius in the world<U+0001F44D> 
@elonmusk
@BabyDogeCoin
#BabyDoge
#elonmusk #Good_project #Strong_project
#Baby_Dodge_Army
@babydogecoin_ir https://t.co/B7uWf5UVuA","@babydogemedia @BabyDogeCoin @BusinessInsider @CNNBusiness @crypto @ForbesCrypto @ReutersBiz @SkyNewsBiz @YahooFinance @Nasdaq @Benzinga @BBCBusiness Thanks Elon for introduce baby Doge Coin <U+2764><U+FE0F>
#Elonmusk, You are a genius in the world<U+0001F44D> 
@elonmusk
@BabyDogeCoin
#BabyDoge
#elonmusk #Good_project #Strong_project
#Baby_Dodge_Army
@babydogecoin_ir https://t.co/B7uWf5UVuA","c(""@babydogemedia"", ""@BabyDogeCoin"", ""@BusinessInsider"", ""@CNNBusiness"", ""@crypto"", ""@ForbesCrypto"", ""@ReutersBiz"", ""@SkyNewsBiz"", ""@YahooFinance"", ""@Nasdaq"", ""@Benzinga"", ""@BBCBusiness"", ""thanks"", ""elon"", ""for"", ""introduce"", ""baby"", ""doge"", ""coin"", ""<U+2764><U+FE0F>"", ""#Elonmusk"", ""you"", ""are"", ""a"", ""genius"", ""in"", ""the"", ""world<U+0001F44D>"", ""@elonmusk"", ""@BabyDogeCoin"", ""#BabyDoge"", ""#elonmusk"", ""#Goodproject"", ""#Strongproject"", ""#BabyDodgeArmy"", ""@babydogecoinir"", ""https://t.co/B7uWf5UVuA"")","babydogemedia BabyDogeCoin BusinessInsider CNNBusiness crypto ForbesCrypto ReutersBiz SkyNewsBiz YahooFinance Nasdaq Benzinga BBCBusiness Thanks Elon for introduce baby Doge Coin <U+2764><U+FE0F>
Elonmusk, You are a genius in the world<U+0001F44D> 
elonmusk
BabyDogeCoin
BabyDoge
elonmusk Good_project Strong_project
Baby_Dodge_Army
babydogecoin_ir ","2.95","positive"
"Tue Nov 02 15:44:09 +0000 2021","1455561374969606149","Mentor i dey your back.","NA","636337978","168",NA,NA,"Mentor i dey your back.","c(""mentor"", ""i"", ""dey"", ""your"", ""back"")","Mentor i dey your back.","0.8","positive"
"Tue Nov 02 15:44:12 +0000 2021","1455561386067591173","@elonmusk Alone musk you have a new project from Tesla I have idea kunalchouhan346@gmail.com","NA","1439483379108487171","0",NA,NA,"@elonmusk Alone musk you have a new project from Tesla I have idea kunalchouhan346@gmail.com","c(""@elonmusk"", ""alone"", ""musk"", ""you"", ""have"", ""a"", ""new"", ""project"", ""from"", ""tesla"", ""i"", ""have"", ""idea"", ""kunalchouhan346gmailcom"")","elonmusk Alone musk you have a new project from Tesla I have idea kunalchouhan346gmail.com","0.2","positive"
"Tue Nov 02 15:44:12 +0000 2021","1455561387397324803","@elonmusk #Metaverse $Arcona #LowCap 20x-100x easy <U+0001F911> 15 million circulating supply 29 Million Market cap currently… https://t.co/eLM4PzkR4D","NA","1448224236972253184","9",NA,"@elonmusk #Metaverse $Arcona #LowCap 20x-100x easy <U+0001F911> 15 million circulating supply 29 Million Market cap currently at $2.16 On Both Erc20 &amp; Bep20 only 1500 circulating in Bep20 <U+0001F609><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F31D> @arconametaverse https://t.co/eJlrNtVF31","@elonmusk #Metaverse $Arcona #LowCap 20x-100x easy <U+0001F911> 15 million circulating supply 29 Million Market cap currently at $2.16 On Both Erc20 &amp; Bep20 only 1500 circulating in Bep20 <U+0001F609><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F31D> @arconametaverse https://t.co/eJlrNtVF31","c(""@elonmusk"", ""#Metaverse"", ""$arcona"", ""#LowCap"", ""20x100x"", ""easy"", ""<U+0001F911>"", ""15"", ""million"", ""circulating"", ""supply"", ""29"", ""million"", ""market"", ""cap"", ""currently"", ""at"", ""$216"", ""on"", ""both"", ""erc20"", ""amp"", ""bep20"", ""only"", ""1500"", ""circulating"", ""in"", ""bep20"", ""<U+0001F609><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F31D>"", ""@arconametaverse"", ""https://t.co/eJlrNtVF31"")","elonmusk Metaverse $Arcona LowCap 20x-100x easy <U+0001F911> 15 million circulating supply 29 Million Market cap currently at $2.16 On Both Erc20 &amp; Bep20 only 1500 circulating in Bep20 <U+0001F609><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F31D> arconametaverse ","0.8","positive"
